Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_(days),Male_maturity_(days),Gestation/Incubation_(days),Weaning_(days),Litter/Clutch_size,Litters/Clutches_per_year,Inter-litter/Interbirth_interval,Birth_weight_(g),Weaning_weight_(g),Adult_weight_(g),Growth_rate_(1/days),Maximum_longevity_(yrs),Specimen_origin,IMR_(per_yr),MRDT_(yrs),Metabolic_rate_(W),Body_mass_(g),Temperature_(K)
Chordata,Teleostei,Perciformes,Cheilodactylidae,Nemadactylus,macropterus,Tarakihi,1825.0,1825.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Cichlasoma,bimaculatum,Black acara,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Cichlasoma,facetum,Chanchito,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,andersonii,Three spotted tilapia,1460.0,1460.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2590.5,-1.0,13.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,esculentus,Singida tilapia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,mortimeri,Kariba tilapia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,Mozambique mouth-breeder,171.0,293.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,621.5,-1.0,11.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Oreochromis,niloticus,Nile tilapia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2400.0,-1.0,9.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Pseudocrenilabrus,philander,Southern mouthbrooder,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Sargochromis,codringtonii,Green happy,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1215.5,-1.0,7.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Sargochromis,giardi,Pink happy,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1595.0,-1.0,7.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Serranochromis,angusticeps,Thinface cichlid,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1375.0,-1.0,9.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Serranochromis,carlottae,Rainbow happy,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,550.0,-1.0,6.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Serranochromis,macrocephalus,Purpleface largemouth,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,825.0,-1.0,6.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Tilapia,rendalli,Redbreast tilapia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1375.0,-1.0,7.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Cichlidae,Tilapia,zillii,Redbelly tilapia,492.0,492.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,165.0,-1.0,7.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Coryphaenidae,Coryphaena,equiselis,Pompano dolphin,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Coryphaenidae,Coryphaena,hippurus,Common dolphinfish,197.0,197.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22000.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Elassomatidae,Elassoma,zonatum,Banded pygmy sunfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Embiotocidae,Amphistichus,argenteus,Barred surfperch,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1100.0,-1.0,9.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Embiotocidae,Cymatogaster,aggregata,Shiner perch,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Embiotocidae,Embiotoca,jacksoni,Black perch,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,385.0,-1.0,10.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Embiotocidae,Hyperprosopon,ellipticum,Silver surfperch,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Epigonidae,Epigonus,telescopus,Telescope cardinal,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,104.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gempylidae,Rexea,brevilineata,Short-lined escolar,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gempylidae,Rexea,solandri,Silver gemfish,1825.0,1460.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8800.0,-1.0,16.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gempylidae,Thyrsites,atun,Atun,1003.0,1003.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3300.0,-1.0,10.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiesocidae,Gastrocyathus,gracilis,New Zealand slender clingfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiesocidae,Gastroscyphus,hectoris,Hector's clingfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiesocidae,Haplocylix,littoreus,Giant clingfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiesocidae,Trachelochismus,melobesia,Striped clingfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Clevelandia,ios,Arrow goby,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Crystallogobius,linearis,Crystal goby,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Eucyclogobius,newberryi,Tidewater goby,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Eviota,sigillata,Pygmy goby,36.0,36.0,-1.0,-1.0,135.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Gobiosoma,robustum,Code goby,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Gobius,niger,Black goby,292.0,292.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Gobius,paganellus,Rock goby,912.0,912.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Gobiusculus,flavescens,Twospotted goby,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Lebetus,scorpioides,Diminutive goby,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Lepidogobius,lepidus,Bay goby,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Lesueurigobius,friesii,Fries' goby,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Neogobius,melanostomus,Round goby,730.0,1277.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Pomatoschistus,lozanoi,Lozano's goby,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Pomatoschistus,marmoratus,Marbled goby,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Pomatoschistus,minutus,Freckled goby,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Pomatoschistus,pictus,Painted goby,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Gobiidae,Thorogobius,ephippiatus,Leopard-spotted goby,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Haemulidae,Haemulon,sciurus,Bluestriped grunt,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,412.5,-1.0,12.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Haemulidae,Orthopristis,chrysoptera,Pigfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,500.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Harpagiferidae,Harpagifer,antarcticus,Antarctic spiny plunderfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Istiophoridae,Istiophorus,platypterus,Atlantic sailfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55110.0,-1.0,13.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Istiophoridae,Makaira,nigricans,Black spearfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,93500.0,-1.0,28.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Labridae,Centrolabrus,exoletus,Rock cook,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Labridae,Ctenolabrus,rupestris,Goldsinny wrasse,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Labridae,Labroides,dimidiatus,Cleaner fish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Labridae,Labrus,bergylta,Ballan wrasse,2737.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2392.5,-1.0,29.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Labridae,Labrus,merula,Brown wrasse,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Labridae,Notolabrus,celidotus,Spotty,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Labridae,Semicossyphus,pulcher,California sheephead,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Labridae,Symphodus,melops,Corkwing wrasse,912.0,912.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Labridae,Tautoga,onitis,Tautog,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6215.0,-1.0,34.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Labridae,Tautogolabrus,adspersus,Cunner,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,550.0,-1.0,6.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Labridae,Thalassoma,bifasciatum,Bluehead,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Latridae,Latridopsis,ciliaris,Bastard trumpeter,2007.0,2007.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,atkinsoni,Pacific yellowtail emperor,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,genivittatus,Lancer,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,harak,Blackspot emperor,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,lentjan,Pig-face bream,-1.0,1277.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,mahsena,Sky emperor,1095.0,1095.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,miniatus,Lipper,912.0,912.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5280.0,-1.0,22.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,nebulosus,Blue emperor,2299.0,1898.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4620.0,-1.0,27.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,obsoletus,Orange-striped emperor,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lethrinidae,Lethrinus,variegatus,Slender emperor,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Aprion,virescens,Blue-gray snapper,1642.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8470.0,-1.0,21.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,adetii,Hussar,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,analis,Mutton snapper,2007.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8580.0,-1.0,29.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,argentimaculatus,Mangrove jack,1825.0,1460.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4785.0,-1.0,18.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,bohar,Red bass,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6875.0,-1.0,13.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,Northern red snapper,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12540.0,-1.0,57.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,carponotatus,Spanish flag snapper,784.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,erythropterus,Crimson snapper,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,fulviflamma,Black spot snapper,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,gibbus,Humpback red snapper,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,lutjanus,Bigeye snapper,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,malabaricus,Malabar blood snapper,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4350.5,-1.0,31.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,peru,Pacific red snapper,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3195.5,-1.0,7.2,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,purpureus,Caribbean red snapper,2008.0,2008.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5500.0,-1.0,18.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,quinquelineatus,Blue-banded sea perch,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,sanguineus,Saddletailed sea perch,1003.0,1003.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12650.0,-1.0,13.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,sebae,Emperor snapper,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17985.0,-1.0,35.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,synagris,Lane snapper,730.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1941.5,-1.0,10.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Lutjanus,vitta,Blackstriped snapper,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Ocyurus,chrysurus,Yellowtail snapper,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2238.5,-1.0,14.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Pristipomoides,filamentosus,Crimson jobfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4484.7,-1.0,18.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Pristipomoides,multidens,Goldbanded jobfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Pristipomoides,typus,Sharptooth jobfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1210.0,-1.0,11.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Lutjanidae,Rhomboplites,aurorubens,Vermilion snapper,1095.0,1095.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1743.5,-1.0,10.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Malacanthidae,Branchiostegus,japonicus,Red tilefish,912.0,912.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,687.5,-1.0,12.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Malacanthidae,Caulolatilus,microps,Blueline tilefish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3850.0,-1.0,15.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Malacanthidae,Caulolatilus,princeps,Ocean whitefish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3168.0,-1.0,13.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Malacanthidae,Lopholatilus,chamaeleonticeps,Blue tilefish,1825.0,1825.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16500.0,-1.0,35.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Moronidae,Dicentrarchus,labrax,European seabass,1460.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6600.0,-1.0,15.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Moronidae,Morone,americana,White perch,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1210.0,-1.0,7.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Moronidae,Morone,chrysops,White bass,1095.0,730.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1537.25,-1.0,9.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
